red	green	blue
66	52	45	255
119	84	61	255
103	78	61	255
95	67	50	255
64	49	43	255
74	59	49	255
33	25	22	255
46	39	37	255
89	70	51	255
112	91	81	255
102	80	68	255
48	29	20	255
117	78	52	255
86	57	38	255
34	22	15	255
116	97	89	255
62	43	34	255
100	74	59	255
95	70	58	255
70	58	54	255
63	48	44	255
109	94	78	255
87	67	50	255
102	85	71	255
120	94	74	255
43	29	15	255
105	85	67	255
39	28	15	255
77	59	40	255
88	67	51	255
84	61	49	255
74	51	43	255
99	72	51	255
40	33	25	255
68	54	44	255
98	70	49	255
93	82	71	255
97	72	56	255
71	54	40	255
66	48	35	255
99	75	59	255
91	76	62	255
81	66	56	255
75	61	55	255
118	99	88	255
74	55	39	255
113	92	80	255
84	66	52	255
91	62	40	255
119	83	59	255
111	89	78	255
95	66	48	255
103	81	63	255
106	74	55	255
132	99	80	255
103	84	70	255
72	63	56	255
33	28	24	255
103	76	59	255
77	51	34	255
30	14	6	255
32	26	22	255
54	42	40	255
37	21	17	255
101	77	57	255
75	52	42	255
62	49	44	255
87	70	52	255
115	91	71	255
84	57	39	255
46	29	21	255
74	50	40	255
68	50	34	255
119	95	74	255
88	64	54	255
121	91	78	255
124	99	75	255
71	50	30	255
55	34	26	255
135	99	71	255
39	28	26	255
108	83	62	255
113	88	70	255
71	46	39	255
106	83	67	255
66	51	37	255
94	72	56	255
101	68	44	255
65	49	35	255
80	58	43	255
67	52	38	255
38	33	26	255
56	44	39	255
66	54	45	255
94	75	64	255
119	86	61	255
96	70	50	255
78	52	34	255
108	72	48	255
114	80	56	255
86	59	37	255
49	33	22	255
95	72	57	255
103	83	68	255
59	44	35	255
117	80	52	255
55	42	43	255
63	50	43	255
86	62	45	255
114	83	64	255
116	99	89	255
46	30	15	255
75	48	32	255
85	64	52	255
108	92	86	255
127	99	85	255
35	25	24	255
45	35	30	255
73	56	49	255
91	74	65	255
98	67	46	255
56	35	26	255
102	74	61	255
104	77	64	255
65	43	30	255
55	33	24	255
77	61	40	255
68	56	44	255
98	72	49	255
113	91	72	255
68	50	42	255
77	64	48	255
82	56	35	255
66	50	35	255
113	94	80	255
133	99	72	255
84	71	59	255
89	74	56	255
103	86	70	255
105	82	74	255
116	81	57	255
76	72	71	255
114	86	66	255
127	89	64	255
83	62	45	255
73	52	39	255
92	75	65	255
112	80	57	255
76	58	49	255
81	62	50	255
75	54	42	255
74	52	40	255
84	62	46	255
112	83	65	255
111	85	72	255
110	88	74	255
95	62	42	255
122	86	63	255
57	39	29	255
52	33	24	255
113	90	70	255
89	66	56	255
71	56	50	255
97	81	65	255
82	55	33	255
124	88	66	255
55	39	34	255
93	87	89	255
107	84	73	255
107	87	80	255
101	87	74	255
91	64	50	255
88	64	39	255
67	54	38	255
78	54	33	255
90	66	57	255
94	77	64	255
125	98	78	255
114	82	56	255
109	75	48	255
55	43	30	255
108	77	55	255
92	71	55	255
97	64	40	255
102	87	75	255
99	67	43	255
114	85	64	255
72	51	44	255
44	32	25	255
48	34	33	255
100	81	66	255
89	58	50	255
37	30	26	255
110	84	64	255
117	89	80	255
73	58	49	255
111	89	74	255
83	68	55	255
88	73	63	255
103	74	54	255
57	38	26	255
87	58	40	255
110	87	72	255
71	52	40	255
76	62	55	255
68	58	43	255
86	56	38	255
103	76	55	255
131	97	74	255
107	83	70	255
65	46	43	255
124	87	64	255
98	77	56	255
51	34	24	255
54	34	25	255
108	88	80	255
125	94	68	255
52	39	34	255
94	76	61	255
35	18	11	255
104	87	80	255
50	33	25	255
119	88	71	255
48	33	30	255
122	99	76	255
86	64	55	255
98	82	65	255
100	85	68	255
92	77	64	255
33	15	10	255
97	64	51	255
45	33	20	255
127	91	64	255
70	48	42	255
83	67	52	255
73	57	46	255
98	85	73	255
120	98	84	255
112	82	57	255
115	75	49	255
81	64	50	255
112	85	64	255
94	67	48	255
127	94	72	255
111	88	72	255
134	98	75	255
42	32	25	255
107	98	93	255
87	57	38	255
125	88	63	255
77	63	50	255
39	35	33	255
77	49	28	255
82	58	45	255
113	95	77	255
109	89	75	255
91	63	42	255
73	48	33	255
68	44	32	255
123	98	75	255
74	62	56	255
107	89	80	255
120	92	78	255
102	66	45	255
81	56	44	255
91	66	50	255
129	97	75	255
105	83	71	255
68	48	28	255
88	62	48	255
134	92	70	255
77	55	44	255
115	92	73	255
92	76	62	255
39	26	20	255
114	90	71	255
97	74	52	255
56	40	25	255
113	86	64	255
114	91	84	255
85	58	37	255
123	89	62	255
39	29	28	255
98	68	54	255
64	43	37	255
38	25	21	255
84	64	56	255
66	46	40	255
117	91	80	255
111	94	81	255
57	40	26	255
67	43	33	255
95	71	51	255
110	89	72	255
115	98	89	255
123	92	70	255
56	42	33	255
61	46	34	255
94	73	58	255
109	88	72	255
124	89	63	255
89	64	46	255
96	85	74	255
82	57	43	255
107	85	70	255
120	88	68	255
76	50	33	255
107	88	77	255
54	39	32	255
105	70	43	255
72	49	33	255
73	54	43	255
55	45	40	255
50	38	32	255
57	48	43	255
103	70	48	255
85	52	32	255
49	40	39	255
71	48	34	255
104	75	58	255
86	66	55	255
124	97	80	255
94	65	52	255
105	89	81	255
100	66	46	255
128	94	64	255
33	20	17	255
73	59	46	255
111	90	71	255
126	91	62	255
111	91	84	255
125	90	62	255
52	35	28	255
103	78	65	255
90	68	48	255
54	40	26	255
42	37	33	255
33	25	26	255
76	54	35	255
112	91	85	255
107	75	49	255
96	68	55	255
83	58	38	255
121	89	63	255
37	22	10	255
65	50	48	255
62	50	37	255
106	94	86	255
90	71	56	255
118	92	75	255
109	94	82	255
73	50	33	255
50	34	22	255
83	61	46	255
121	92	71	255
119	89	68	255
87	67	54	255
120	94	78	255
104	71	48	255
94	61	42	255
78	61	40	255
119	92	76	255
33	21	11	255
108	78	63	255
49	39	37	255
48	42	39	255
127	92	61	255
100	70	48	255
122	84	57	255
63	39	29	255
106	86	80	255
80	52	37	255
100	73	56	255
61	44	38	255
66	48	39	255
99	75	63	255
52	34	26	255
57	42	25	255
98	73	61	255
85	63	44	255
113	92	84	255
59	38	29	255
84	66	56	255
112	87	75	255
81	52	38	255
106	90	76	255
116	84	59	255
123	94	70	255
64	48	45	255
99	80	66	255
109	90	72	255
120	87	64	255
77	51	38	255
106	76	54	255
120	90	68	255
35	26	17	255
34	29	29	255
124	95	83	255
74	54	35	255
72	51	33	255
85	71	61	255
64	44	30	255
105	75	50	255
95	65	44	255
102	75	55	255
39	32	21	255
68	50	38	255
63	43	30	255
78	61	51	255
88	71	57	255
103	89	78	255
103	72	48	255
85	57	39	255
115	94	83	255
98	74	55	255
30	22	21	255
127	92	72	255
114	92	81	255
115	97	91	255
117	92	77	255
99	74	61	255
111	95	78	255
43	25	15	255
84	56	35	255
81	56	40	255
100	71	54	255
67	52	42	255
54	42	25	255
95	73	61	255
51	35	26	255
125	95	70	255
96	70	54	255
78	52	38	255
113	84	59	255
103	83	72	255
59	44	39	255
82	66	52	255
97	67	43	255
135	98	68	255
76	52	43	255
78	55	46	255
83	63	45	255
75	55	35	255
90	73	56	255
80	63	50	255
118	94	75	255
96	73	62	255
104	90	77	255
101	73	52	255
73	55	40	255
101	76	59	255
74	54	46	255
103	71	45	255
86	72	56	255
115	90	73	255
35	25	28	255
65	48	32	255
132	97	74	255
33	26	18	255
48	44	39	255
87	72	62	255
114	96	83	255
55	33	28	255
62	44	30	255
44	26	14	255
100	75	55	255
108	91	82	255
73	61	56	255
116	98	86	255
111	92	81	255
29	17	7	255
111	75	51	255
80	54	37	255
128	96	75	255
80	57	44	255
121	86	64	255
83	54	37	255
128	99	82	255
102	86	67	255
94	71	58	255
127	98	82	255
104	82	71	255
98	75	61	255
111	78	59	255
96	74	56	255
125	92	73	255
84	71	63	255
112	92	82	255
65	56	49	255
48	35	26	255
76	56	45	255
70	51	44	255
73	52	43	255
120	95	75	255
119	98	77	255
83	63	56	255
77	56	46	255
64	46	29	255
38	21	14	255
66	49	32	255
45	34	32	255
73	55	51	255
70	55	40	255
95	67	44	255
105	94	80	255
56	34	28	255
102	80	62	255
68	52	38	255
63	45	30	255
55	37	30	255
116	94	76	255
68	55	45	255
85	59	39	255
116	97	83	255
123	90	64	255
105	90	89	255
130	94	67	255
52	33	28	255
100	75	66	255
82	55	37	255
81	58	39	255
45	30	17	255
130	97	75	255
92	66	50	255
64	54	46	255
28	26	24	255
74	65	59	255
112	96	84	255
43	30	22	255
42	26	15	255
67	54	42	255
95	75	61	255
85	65	55	255
108	78	59	255
112	82	62	255
88	65	51	255
40	26	20	255
78	57	45	255
103	85	72	255
106	78	64	255
116	88	70	255
118	96	74	255
92	71	59	255
124	96	81	255
134	99	68	255
95	66	45	255
102	76	52	255
37	30	30	255
101	78	59	255
74	56	46	255
121	99	78	255
30	28	22	255
132	99	74	255
105	77	61	255
57	38	30	255
105	80	68	255
71	52	44	255
117	98	78	255
129	96	67	255
88	59	45	255
44	28	14	255
85	59	50	255
82	59	39	255
75	49	28	255
59	43	28	255
128	98	74	255
110	90	84	255
97	80	67	255
109	86	77	255
111	77	51	255
113	80	54	255
52	38	25	255
80	59	44	255
54	34	29	255
62	49	38	255
100	80	63	255
78	58	39	255
111	80	59	255
84	58	46	255
80	62	52	255
40	30	22	255
125	97	80	255
107	95	76	255
109	74	50	255
89	61	43	255
48	40	33	255
76	61	52	255
75	57	45	255
46	34	24	255
97	71	54	255
107	82	67	255
37	29	28	255
100	71	50	255
90	61	44	255
115	82	52	255
115	99	82	255
105	76	58	255
89	63	51	255
104	78	65	255
111	88	76	255
114	80	50	255
124	90	56	255
108	89	72	255
58	39	25	255
87	57	42	255
97	76	57	255
50	32	22	255
103	81	68	255
55	42	37	255
104	81	73	255
54	38	30	255
116	99	83	255
117	98	89	255
58	42	33	255
86	63	52	255
34	25	22	255
80	63	46	255
111	76	49	255
51	40	25	255
94	80	67	255
83	59	50	255
123	98	79	255
87	70	57	255
112	98	84	255
76	57	42	255
42	28	15	255
70	49	34	255
108	80	59	255
34	32	25	255
57	49	43	255
105	90	74	255
86	56	39	255
117	88	63	255
78	59	45	255
106	80	64	255
88	70	58	255
108	83	67	255
92	76	66	255
104	74	55	255
62	40	35	255
106	83	72	255
56	40	29	255
66	51	42	255
115	81	50	255
59	40	25	255
87	61	44	255
46	40	34	255
75	58	51	255
112	92	78	255
102	82	72	255
86	59	42	255
57	40	30	255
85	61	49	255
67	51	43	255
110	89	76	255
105	82	68	255
89	72	56	255
116	81	51	255
83	62	39	255
88	61	45	255
83	55	40	255
78	51	39	255
44	33	21	255
82	64	46	255
35	21	14	255
97	82	67	255
99	78	71	255
112	97	81	255
39	25	17	255
81	62	44	255
28	11	4	255
67	55	39	255
95	76	58	255
123	97	77	255
66	42	29	255
64	42	34	255
46	32	28	255
102	73	59	255
120	84	57	255
107	81	59	255
89	66	50	255
76	63	52	255
37	28	20	255
96	84	71	255
75	59	45	255
91	78	66	255
114	94	77	255
129	92	61	255
54	35	21	255
118	84	62	255
92	66	46	255
74	57	43	255
107	84	67	255
102	78	62	255
120	87	65	255
105	78	58	255
104	80	65	255
88	57	35	255
90	67	64	255
54	40	30	255
39	24	14	255
107	92	83	255
86	65	52	255
75	51	39	255
34	30	29	255
80	61	54	255
62	51	48	255
44	33	32	255
82	64	57	255
54	43	38	255
111	81	56	255
84	59	43	255
135	96	73	255
122	96	82	255
83	61	50	255
78	62	44	255
121	92	75	255
103	90	71	255
115	95	76	255
50	42	38	255
89	62	40	255
96	80	61	255
131	95	73	255
42	33	22	255
76	62	49	255
121	95	83	255
108	85	66	255
71	57	52	255
120	83	55	255
48	42	43	255
107	80	57	255
65	46	37	255
118	88	64	255
121	97	78	255
96	67	52	255
126	95	68	255
62	42	35	255
57	43	29	255
126	98	75	255
127	95	73	255
102	81	64	255
110	75	45	255
104	84	67	255
73	49	30	255
104	87	74	255
119	88	65	255
101	70	49	255
49	35	26	255
59	45	32	255
87	66	51	255
102	84	72	255
112	94	78	255
115	87	70	255
117	82	56	255
86	61	42	255
116	84	63	255
123	94	74	255
100	78	63	255
110	94	83	255
58	44	43	255
97	64	45	255
122	92	72	255
51	42	35	255
83	65	52	255
35	26	21	255
112	99	81	255
108	81	56	255
38	26	17	255
43	34	32	255
56	37	30	255
91	75	63	255
65	45	34	255
64	44	34	255
95	65	48	255
102	75	59	255
112	86	72	255
106	89	73	255
126	94	65	255
34	20	13	255
49	29	21	255
120	86	57	255
62	38	25	255
89	68	50	255
107	86	66	255
104	83	64	255
119	84	55	255
120	89	65	255
129	95	74	255
74	62	50	255
74	46	33	255
118	89	70	255
105	83	65	255
58	40	33	255
96	71	58	255
91	67	57	255
85	70	58	255
59	45	43	255
110	81	55	255
88	62	42	255
116	83	61	255
30	18	10	255
35	22	11	255
68	49	35	255
86	67	51	255
114	88	70	255
124	98	76	255
88	63	55	255
113	84	63	255
39	26	14	255
77	57	39	255
77	50	40	255
120	97	81	255
61	39	25	255
99	70	50	255
94	64	45	255
75	56	46	255
100	67	43	255
113	87	71	255
123	89	56	255
84	61	43	255
38	25	15	255
97	87	85	255
84	64	50	255
97	70	55	255
106	85	63	255
105	74	52	255
95	64	46	255
76	64	49	255
34	24	15	255
33	26	22	255
120	85	55	255
32	21	13	255
114	96	87	255
107	85	64	255
106	72	54	255
78	51	35	255
92	68	56	255
82	58	50	255
117	96	83	255
76	51	40	255
32	24	21	255
101	72	48	255
90	65	54	255
98	76	65	255
115	86	62	255
128	99	86	255
84	55	37	255
124	94	66	255
88	66	44	255
49	37	26	255
82	62	46	255
115	89	70	255
117	84	56	255
58	45	30	255
86	66	49	255
124	97	74	255
113	83	61	255
123	99	81	255
100	83	70	255
107	76	51	255
32	15	7	255
97	66	45	255
81	67	56	255
101	80	65	255
111	74	48	255
111	91	78	255
83	70	59	255
72	57	44	255
82	52	45	255
56	39	30	255
94	70	55	255
42	35	32	255
67	43	38	255
108	87	76	255
131	99	78	255
92	64	46	255
33	25	20	255
102	80	66	255
125	91	70	255
61	46	39	255
114	78	55	255
43	28	18	255
100	74	57	255
128	95	76	255
117	95	81	255
34	30	25	255
63	48	42	255
51	38	29	255
45	30	21	255
87	67	48	255
73	51	40	255
112	95	75	255
103	67	45	255
95	74	52	255
112	96	88	255
81	61	51	255
65	55	51	255
85	72	58	255
105	86	78	255
99	72	49	255
45	35	24	255
88	65	55	255
83	66	49	255
121	97	74	255
119	94	71	255
82	68	56	255
66	48	33	255
81	66	54	255
113	89	71	255
118	99	86	255
74	55	37	255
102	76	56	255
119	98	92	255
133	97	71	255
64	48	39	255
63	44	32	255
67	46	40	255
114	98	87	255
91	65	46	255
129	96	71	255
98	78	64	255
59	43	32	255
92	70	56	255
120	91	75	255
91	68	54	255
32	29	28	255
59	46	40	255
92	73	64	255
84	57	37	255
42	25	17	255
106	81	57	255
88	71	51	255
124	99	73	255
105	68	46	255
40	30	26	255
107	95	80	255
106	82	70	255
72	55	48	255
77	59	49	255
82	67	54	255
110	88	68	255
107	82	71	255
94	72	54	255
71	54	49	255
66	48	44	255
101	85	72	255
85	62	42	255
82	54	45	255
105	76	62	255
114	97	84	255
114	80	54	255
124	91	67	255
108	89	76	255
91	62	49	255
108	72	46	255
78	52	32	255
115	85	64	255
97	76	61	255
61	48	39	255
117	97	80	255
72	46	35	255
114	83	62	255
75	48	30	255
128	97	76	255
97	62	39	255
56	49	46	255
46	33	21	255
115	90	67	255
111	84	65	255
101	74	59	255
101	77	66	255
59	49	42	255
72	51	38	255
87	70	61	255
115	91	80	255
56	35	24	255
94	66	49	255
76	57	46	255
50	39	30	255
40	29	24	255
96	78	65	255
86	68	59	255
119	95	83	255
70	52	45	255
107	78	61	255
71	50	39	255
101	81	62	255
108	83	71	255
118	85	56	255
94	71	52	255
127	98	76	255
39	34	34	255
77	65	59	255
66	51	46	255
115	81	54	255
125	92	67	255
94	72	65	255
108	88	74	255
108	71	44	255
102	82	76	255
86	59	46	255
75	52	32	255
85	68	52	255
116	81	55	255
87	64	56	255
104	70	44	255
129	98	71	255
83	62	43	255
73	52	37	255
98	80	64	255
111	83	62	255
82	65	57	255
112	80	55	255
94	62	39	255
91	70	54	255
81	62	48	255
104	73	52	255
56	34	22	255
95	84	74	255
123	88	63	255
95	62	40	255
40	32	26	255
115	96	77	255
122	86	61	255
106	84	70	255
39	30	24	255
62	43	28	255
77	61	49	255
52	33	22	255
64	45	46	255
45	39	35	255
106	87	78	255
114	95	88	255
113	91	81	255
82	56	44	255
107	84	71	255
102	78	66	255
38	29	25	255
102	85	65	255
81	54	42	255
111	98	85	255
85	64	42	255
95	75	55	255
105	78	62	255
94	77	62	255
89	71	57	255
99	81	63	255
109	92	76	255
106	75	51	255
55	43	28	255
67	50	45	255
108	94	83	255
105	81	70	255
91	74	55	255
120	92	72	255
78	58	52	255
114	85	62	255
113	81	55	255
102	74	51	255
61	37	29	255
81	59	51	255
75	51	43	255
99	68	54	255
90	79	70	255
110	84	62	255
74	56	40	255
78	62	48	255
111	89	72	255
70	55	45	255
88	73	61	255
123	87	61	255
103	74	52	255
110	87	70	255
89	62	44	255
71	52	38	255
96	80	65	255
131	97	72	255
92	62	40	255
115	96	88	255
128	98	68	255
82	52	34	255
107	83	68	255
107	80	61	255
109	86	71	255
124	87	62	255
51	34	22	255
52	39	32	255
57	43	33	255
90	70	57	255
51	37	30	255
104	87	78	255
78	54	42	255
88	64	48	255
110	78	57	255
86	61	46	255
96	72	59	255
55	43	39	255
75	57	39	255
33	15	8	255
32	18	10	255
45	33	18	255
73	54	37	255
71	46	33	255
101	75	56	255
111	85	62	255
99	67	52	255
51	42	39	255
98	85	71	255
104	75	52	255
94	67	46	255
80	51	38	255
67	45	33	255
111	88	70	255
124	88	56	255
55	39	24	255
115	78	55	255
65	45	38	255
54	38	24	255
107	87	70	255
122	88	61	255
106	89	77	255
70	61	55	255
52	35	22	255
118	87	66	255
71	58	48	255
66	52	43	255
104	83	68	255
83	56	37	255
121	87	62	255
119	84	59	255
126	97	77	255
113	96	88	255
38	34	32	255
66	55	51	255
91	66	48	255
104	86	76	255
129	97	73	255
119	87	67	255
117	86	62	255
49	34	28	255
48	37	30	255
102	83	74	255
109	94	76	255
117	81	58	255
85	70	62	255
97	68	51	255
73	61	46	255
116	91	77	255
98	65	44	255
39	26	18	255
61	39	29	255
94	64	49	255
30	21	22	255
83	67	61	255
75	56	50	255
85	58	35	255
87	61	38	255
98	68	52	255
84	64	54	255
66	46	38	255
119	78	54	255
106	85	67	255
113	90	83	255
85	61	43	255
110	89	70	255
58	39	30	255
123	92	68	255
99	75	57	255
127	96	76	255
106	71	45	255
77	46	29	255
120	85	59	255
130	96	72	255
89	67	52	255
120	88	66	255
77	49	37	255
102	70	45	255
113	78	56	255
91	70	50	255
73	48	42	255
85	66	52	255
49	38	30	255
103	84	68	255
95	77	65	255
105	87	71	255
64	42	28	255
51	39	30	255
78	56	42	255
88	66	48	255
116	87	67	255
106	77	61	255
99	66	44	255
109	77	57	255
61	38	26	255
68	48	37	255
116	90	75	255
98	64	42	255
115	92	82	255
32	20	10	255
44	25	15	255
73	59	44	255
114	90	80	255
101	80	63	255
97	74	61	255
75	55	48	255
84	68	56	255
74	58	50	255
112	89	75	255
111	91	82	255
104	80	59	255
95	68	52	255
64	50	45	255
108	86	67	255
134	97	67	255
88	58	42	255
111	94	90	255
54	40	24	255
82	61	43	255
61	46	43	255
76	54	33	255
107	92	77	255
109	88	81	255
39	22	14	255
78	50	37	255
52	40	29	255
90	71	54	255
80	61	48	255
118	92	73	255
43	28	22	255
104	85	68	255
50	34	20	255
83	61	44	255
101	88	80	255
46	28	18	255
126	99	77	255
101	71	50	255
74	49	37	255
114	81	61	255
94	61	40	255
103	74	48	255
131	95	67	255
72	49	42	255
48	39	30	255
61	42	28	255
86	70	55	255
115	88	72	255
30	24	21	255
100	70	46	255
92	63	43	255
97	73	58	255
80	52	35	255
100	73	54	255
128	94	73	255
102	81	58	255
104	77	62	255
80	55	43	255
65	51	40	255
96	64	43	255
106	90	74	255
48	30	17	255
123	94	68	255
122	90	71	255
48	33	24	255
112	90	81	255
52	37	32	255
76	54	44	255
120	90	66	255
50	38	22	255
72	45	32	255
87	71	54	255
102	72	45	255
73	50	42	255
91	68	58	255
119	96	76	255
121	92	80	255
105	89	71	255
108	82	63	255
85	71	59	255
105	92	78	255
43	29	28	255
117	90	67	255
88	71	55	255
78	61	49	255
103	89	76	255
106	82	68	255
116	92	74	255
99	71	51	255
34	18	13	255
127	92	70	255
62	39	32	255
109	82	64	255
82	67	58	255
43	39	35	255
113	88	72	255
130	92	66	255
129	95	68	255
99	74	59	255
59	42	29	255
84	70	56	255
87	63	48	255
112	91	75	255
28	24	22	255
66	48	48	255
81	56	38	255
108	73	50	255
67	52	40	255
57	42	34	255
64	52	45	255
95	73	59	255
110	91	80	255
110	74	50	255
63	51	45	255
68	49	29	255
42	24	14	255
77	55	38	255
113	84	57	255
77	50	34	255
82	66	50	255
61	48	43	255
107	94	77	255
120	97	75	255
109	90	81	255
109	73	51	255
78	55	44	255
118	94	73	255
100	84	67	255
101	73	50	255
74	51	37	255
111	84	63	255
46	33	25	255
105	72	51	255
43	33	30	255
74	54	44	255
118	97	81	255
68	54	38	255
88	68	58	255
78	65	51	255
72	51	42	255
67	44	34	255
110	82	67	255
115	98	83	255
105	75	59	255
40	29	28	255
114	96	81	255
75	61	49	255
113	92	74	255
92	65	43	255
82	57	37	255
46	38	28	255
97	75	58	255
117	96	77	255
117	89	78	255
80	54	35	255
128	96	73	255
97	78	66	255
94	71	56	255
127	98	80	255
67	49	43	255
126	96	78	255
110	73	48	255
96	74	54	255
68	46	32	255
124	95	73	255
94	74	64	255
107	74	50	255
48	35	24	255
76	56	43	255
37	21	11	255
96	77	62	255
124	98	81	255
108	96	90	255
113	84	68	255
44	34	29	255
74	50	34	255
94	84	71	255
76	59	51	255
101	80	59	255
75	55	44	255
52	42	40	255
118	77	54	255
105	71	49	255
114	92	71	255
72	58	51	255
72	50	40	255
108	87	70	255
115	80	51	255
97	71	48	255
130	95	65	255
55	37	28	255
66	45	39	255
63	45	28	255
104	76	64	255
116	94	74	255
128	92	63	255
102	81	73	255
58	37	24	255
86	58	43	255
111	96	81	255
100	75	64	255
66	54	39	255
56	44	33	255
65	52	37	255
59	44	29	255
87	65	48	255
125	96	73	255
112	96	82	255
86	62	39	255
76	52	33	255
96	73	52	255
67	54	40	255
62	48	35	255
95	75	59	255
123	96	78	255
117	83	54	255
107	73	48	255
108	78	57	255
109	92	80	255
88	65	49	255
106	75	55	255
91	74	59	255
102	74	55	255
113	89	65	255
104	77	58	255
43	35	29	255
35	28	26	255
119	98	86	255
49	28	17	255
64	46	38	255
74	56	44	255
56	38	28	255
102	77	63	255
122	82	55	255
87	59	42	255
42	34	30	255
70	55	49	255
85	56	40	255
67	46	34	255
105	77	59	255
110	87	74	255
74	59	52	255
97	77	57	255
89	70	54	255
63	45	39	255
114	81	51	255
99	73	61	255
75	63	49	255
119	85	52	255
85	59	48	255
128	98	72	255
59	43	26	255
71	55	50	255
113	80	52	255
113	97	82	255
81	58	48	255
112	78	50	255
111	97	87	255
95	74	57	255
109	96	82	255
84	58	44	255
81	61	56	255
68	51	39	255
109	74	48	255
105	85	76	255
92	75	59	255
64	40	33	255
77	59	43	255
76	58	43	255
71	51	35	255
91	73	57	255
126	90	64	255
118	96	83	255
74	52	34	255
92	78	67	255
32	18	14	255
120	82	56	255
134	99	77	255
105	73	49	255
110	83	64	255
74	55	42	255
118	99	91	255
104	75	56	255
105	76	56	255
132	96	75	255
111	88	74	255
101	78	68	255
85	55	38	255
71	56	44	255
55	39	28	255
50	32	20	255
117	97	74	255
103	81	66	255
97	77	68	255
117	98	87	255
128	97	70	255
91	64	44	255
80	56	45	255
80	63	44	255
75	49	37	255
82	59	48	255
100	77	64	255
94	80	65	255
122	91	73	255
37	20	13	255
118	90	78	255
87	70	55	255
50	37	29	255
76	57	40	255
70	49	32	255
108	80	57	255
48	37	34	255
107	78	55	255
106	80	62	255
77	62	45	255
61	40	33	255
90	74	62	255
35	30	25	255
62	37	26	255
46	34	33	255
66	51	40	255
104	82	65	255
94	72	59	255
96	83	68	255
116	80	54	255
55	38	25	255
49	30	17	255
87	61	42	255
56	43	35	255
86	59	40	255
88	75	65	255
124	90	65	255
116	96	84	255
49	33	25	255
123	92	72	255
87	64	50	255
122	87	63	255
52	34	24	255
83	55	38	255
87	66	45	255
45	32	25	255
98	81	71	255
119	91	73	255
58	44	37	255
35	26	15	255
78	63	45	255
76	57	51	255
106	84	64	255
73	57	40	255
77	61	43	255
133	94	72	255
120	84	55	255
127	94	66	255
117	88	72	255
107	81	57	255
78	59	54	255
113	91	75	255
98	72	58	255
75	62	51	255
105	78	56	255
133	99	75	255
57	44	30	255
85	65	49	255
59	40	34	255
88	74	63	255
116	95	82	255
68	44	26	255
58	38	32	255
45	28	15	255
83	59	40	255
32	28	24	255
44	30	22	255
110	89	85	255
84	56	33	255
39	22	18	255
81	59	45	255
124	96	75	255
75	51	37	255
113	82	62	255
82	64	55	255
97	65	46	255
78	62	42	255
111	82	67	255
113	85	70	255
95	76	67	255
62	40	25	255
131	95	71	255
75	55	33	255
72	56	45	255
61	42	32	255
30	24	25	255
39	29	22	255
118	88	62	255
33	24	21	255
61	45	40	255
35	32	25	255
114	94	86	255
84	67	58	255
107	84	76	255
109	88	66	255
43	22	15	255
55	40	25	255
103	82	63	255
108	91	80	255
115	84	61	255
102	84	70	255
107	88	71	255
86	61	40	255
114	82	59	255
55	43	33	255
72	48	39	255
88	57	44	255
54	39	26	255
44	29	20	255
100	78	61	255
55	44	46	255
63	52	46	255
80	65	54	255
122	92	70	255
121	88	63	255
50	38	26	255
83	65	50	255
72	52	35	255
94	65	46	255
71	49	35	255
132	96	71	255
81	65	55	255
119	96	80	255
108	82	67	255
103	73	50	255
118	84	52	255
64	44	32	255
33	20	11	255
48	38	32	255
112	86	70	255
117	90	71	255
96	63	40	255
120	86	55	255
92	62	45	255
62	46	35	255
104	83	62	255
90	67	54	255
118	88	73	255
110	72	46	255
51	33	20	255
87	62	39	255
112	90	66	255
115	83	58	255
98	77	65	255
126	98	84	255
72	44	29	255
87	63	52	255
110	75	54	255
123	90	62	255
43	25	17	255
56	45	45	255
40	22	15	255
91	67	55	255
96	71	56	255
73	49	39	255
100	82	63	255
112	94	87	255
99	84	70	255
45	30	15	255
42	24	18	255
106	80	58	255
70	45	37	255
98	82	68	255
66	43	24	255
91	71	51	255
127	91	67	255
83	64	48	255
94	64	43	255
119	92	70	255
100	84	71	255
66	46	32	255
108	81	65	255
78	63	54	255
38	26	26	255
118	97	85	255
78	65	55	255
106	86	74	255
34	24	13	255
67	44	38	255
89	65	51	255
32	21	11	255
114	96	85	255
89	67	46	255
83	55	34	255
62	45	33	255
120	86	66	255
82	58	48	255
107	86	75	255
117	96	81	255
81	52	32	255
109	89	78	255
91	63	45	255
129	94	70	255
73	45	29	255
98	76	63	255
113	95	86	255
58	44	33	255
105	80	66	255
87	62	50	255
111	95	91	255
82	62	44	255
115	89	68	255
99	83	68	255
77	54	40	255
110	81	64	255
88	62	51	255
113	83	59	255
124	98	85	255
80	67	54	255
77	57	48	255
89	59	46	255
66	43	35	255
122	95	83	255
94	84	75	255
111	91	76	255
95	68	46	255
56	39	28	255
38	25	24	255
63	46	32	255
114	92	75	255
108	87	74	255
131	99	76	255
115	97	85	255
61	43	30	255
125	91	68	255
92	64	44	255
48	43	39	255
61	46	37	255
65	48	45	255
44	30	18	255
128	92	67	255
107	68	43	255
90	72	61	255
51	35	20	255
75	46	29	255
115	85	58	255
73	51	38	255
101	72	57	255
57	45	38	255
44	35	21	255
87	65	52	255
103	84	73	255
63	39	25	255
72	46	29	255
40	24	15	255
86	63	50	255
